id,label,fold,label_0,label_1,label_2,label_3
0.0,1.0,1.0,0.024863347967431643,0.9603851052819822,0.013051767526799454,0.0016997906071752548
1.0,1.0,0.0,0.002314756212201657,0.9876939871492493,0.00035152070325280784,0.009639721775389201
2.0,0.0,3.0,0.9930458783287135,0.0030827081986619,0.0007791144342809888,0.003092321292564958
3.0,3.0,1.0,0.09515941290861826,0.019299425297470967,0.006131416479103127,0.8794097296064375
4.0,0.0,1.0,0.9843479965293208,0.010829772000604698,0.00041481658923088623,0.004407437248755903
5.0,0.0,3.0,0.9920727083369046,0.00504227811656389,0.0016015354594554167,0.0012834587165321553
6.0,1.0,1.0,0.0028120636605252795,0.9962292746609032,0.0006179474406495347,0.00034074278407856894
7.0,1.0,1.0,0.0025285565281189058,0.9970258315719417,0.00031475572520684825,0.00013087862967968588
8.0,0.0,1.0,0.9984224139810067,0.0007739837301533257,0.0003143357120802271,0.0004892879697236779
9.0,2.0,1.0,0.003462601885431772,0.0019841400030415107,0.9934370627006973,0.0011162061786196414
10.0,2.0,0.0,0.0035364670242851127,0.001518992110493191,0.9942091543056846,0.0007353968052647287
11.0,0.0,0.0,0.9969323110824604,0.0022377799332831973,0.0004730614273846735,0.00035682528066701286
12.0,0.0,3.0,0.9982360890447146,0.001108813606476481,0.00024041614974053467,0.00041466097376880535
13.0,0.0,2.0,0.9879313845608686,0.0035822899760792407,0.008082621337894343,0.0004036842197969386
14.0,1.0,3.0,0.0027116067026121734,0.9961349322977545,0.0005525439459240143,0.0006008971474024057
15.0,1.0,2.0,0.0008746805726450756,0.9984632294731838,0.000403095849711846,0.0002590200071685243
16.0,2.0,3.0,0.0025789028359850807,0.0011141679070500665,0.9958624450895449,0.0004444956521608499
17.0,0.0,1.0,0.5936574289907282,0.395966366673931,0.0010773397354235542,0.009298855981463858
18.0,0.0,0.0,0.9962922213064825,0.0009816433082534021,0.00018171180450072158,0.0025443905856953556
19.0,1.0,2.0,0.002375577005048872,0.9848099366002077,0.0004112760623691876,0.012403213691394396
20.0,0.0,0.0,0.9829354500114273,0.005989459197979584,0.0002585157122553687,0.010816609629981969
21.0,0.0,0.0,0.9896756752778542,0.0072125855249128195,0.0006535466365964786,0.0024581683492156574
22.0,0.0,1.0,0.9937540992444546,0.0023068812522110994,0.00046219785334962156,0.0034768092291544515
23.0,1.0,2.0,0.03269426773844827,0.9343956461742046,0.00042016634682216764,0.03248990777748793
24.0,1.0,3.0,0.003766972608314703,0.9945070030662679,0.0012232119462596315,0.0005028369433793355
25.0,0.0,3.0,0.9946312002160695,0.0014523609990645503,0.0003842326898537152,0.003532191769922403
26.0,0.0,3.0,0.9839732431197101,0.001453003366723771,0.013600992819641155,0.000972751428281943
27.0,0.0,2.0,0.9991579983107737,0.0006376090324809697,6.100077592354555e-05,0.0001433783464603873
28.0,1.0,2.0,0.07734840017607729,0.9142699012174345,0.002871463508211258,0.005510283493375967
29.0,1.0,0.0,0.01191025272039223,0.9693329234895998,0.0006729370531054389,0.018083899785163424
30.0,0.0,0.0,0.9973823688428686,0.0019024810392337726,0.0002513091064020429,0.0004638469855178344
31.0,2.0,2.0,0.0045478720370678155,0.001411207109902403,0.9935988303505704,0.00044205342766125757
32.0,0.0,1.0,0.9925285249769447,0.006051012317072848,0.00035999707414774125,0.0010604789211054763
33.0,0.0,3.0,0.9912625375446906,0.006022436171576896,0.0004258973306551629,0.0022891704332807677
34.0,0.0,2.0,0.998643500367006,0.0008792634976259443,0.00033634132928000375,0.00014090260129033798
35.0,0.0,1.0,0.9985956460842424,0.0005630238364321629,0.00021653870346796097,0.0006248114346053618
36.0,0.0,1.0,0.9258728600802498,0.04340243256735139,0.003297074106585407,0.02742761072791644
37.0,0.0,3.0,0.9987546422272464,0.0007327355199443595,0.00018963330919844414,0.0003229944818259151
38.0,1.0,1.0,0.0645376336721053,0.9280507883790138,0.0018249633747911673,0.00558661718416977
39.0,1.0,3.0,0.002569518578396416,0.988476150585899,0.0007378301596302725,0.008216468517658618
40.0,1.0,2.0,0.0012820545009986513,0.995270443890099,0.0003218523504453552,0.0031257002369364465
41.0,0.0,3.0,0.9959104357920996,0.002013689503252218,0.0015290345240021254,0.0005468209347638693
42.0,0.0,0.0,0.7521180090111299,0.00602001896749827,0.0174286609184017,0.22443329931774533
43.0,0.0,3.0,0.9653513152513153,0.02173531455973404,0.0005378884162101063,0.012375497522189756
44.0,2.0,3.0,0.004833813428253371,0.009506023314014178,0.983289795926851,0.002370359798761258
45.0,2.0,0.0,0.021537744914378532,0.013090543287323782,0.9587849456273397,0.006586770458082698
46.0,0.0,0.0,0.9900314973110302,0.008314887793941971,0.0014155213927436819,0.00023809138631161842
47.0,0.0,1.0,0.9980172504614672,0.0017107079960399475,6.954840597193526e-05,0.00020245325886385877
48.0,0.0,2.0,0.9955437194454082,0.002279574661863808,0.0005082181502713255,0.001668468269997227
49.0,1.0,1.0,0.0010481478471166485,0.997961386674383,0.00011774427103060848,0.000872719144014457
50.0,1.0,1.0,0.0013550475784047985,0.9982815196016422,6.76328658629802e-05,0.0002957913993940064
