id,y,label_0,label_1,label_2,label_3
1,1,0.0013693304967164,0.9961961358502124,0.0004229771885508,0.0020115565986293
2,0,0.929821261457696,0.0685928930307928,0.0007763254472587,0.0008095259170946
3,0,0.997114173017867,0.0012447489476737,0.0014148990478861,0.0002261831044237
4,2,0.0409921306950505,0.0018817503839871,0.9086998877653872,0.0484262043396329
5,1,0.0108432759523344,0.8880666071572189,0.1001042693607808,0.0009858597559784
6,1,0.0049894714821021,0.9837742721132392,0.0008637929107838,0.0103724680900096
7,3,0.0079944769312712,0.1450980768272064,0.0047911933400151,0.8421162474154305
8,1,0.0010341191011582,0.998499458725658,0.0001743838815373,0.0002920247939148
9,1,0.0040674639305962,0.9934436874644408,0.0001973320832038,0.002291510834011
10,0,0.9985117064278626,0.001184670906923,9.235676775854148e-05,0.0002112386551126
11,0,0.987296489296163,0.0025504488302917,0.0011653126411062,0.0089877395053593
12,1,0.0118635015009342,0.9870200389109268,0.0003973359675272,0.0007191169056591
13,0,0.9760602060623448,0.0115067705440245,0.0060914414947482,0.0063415964108856
14,3,0.0068920663590952,0.0931149177346928,0.0013749030946368,0.8986181011017567
15,0,0.9973133954525016,0.0012918056438522,0.0007564908379753,0.0006383052566573
16,1,0.0016148754354473,0.9973622709725808,0.0005404158056945,0.0004824326379817
17,1,0.0154230720888479,0.9825430153545348,0.0003000055909909,0.0017339051063824
18,0,0.9991333859026248,0.0005220171542284,0.0001190666572579,0.0002255343129902
19,0,0.9958924052536792,0.0028853562246258,0.0003544298597951,0.0008677908626188
20,0,0.9953855190760184,0.0034533979530275,0.0002657746179131,0.0008953088550511
21,0,0.9920440171786744,0.00196940554175,0.0006638857033516,0.0053226966052261
22,1,0.0024838588633227,0.9962567379702694,0.0009310032590131,0.0003284097760804
23,0,0.997882167222908,0.0016114374952594,0.0002461732236742,0.0002602043202813
24,3,0.0115207016326825,0.038541437188602,0.0003669758928245,0.9495708840431258
25,0,0.9766785502662508,0.009683176035093,0.0128642680699886,0.0007739925116492
26,3,0.0052521371182316,0.1062016341345487,0.0006664169109388,0.8878798038817689
27,0,0.9961178545354392,0.0035220005686954,0.0001957358115887,0.0001644153077174
