id,y,label_0,label_1,label_2,label_3
1,1,0.0013693304967164642,0.9961961358502123,0.0004229771885508914,0.0020115565986293434
2,0,0.929821261457696,0.06859289303079287,0.0007763254472587508,0.0008095259170946192
3,0,0.997114173017867,0.001244748947673776,0.0014148990478861211,0.00022618310442371593
4,2,0.04099213069505053,0.001881750383987128,0.9086998877653872,0.04842620433963293
5,1,0.01084327595233444,0.8880666071572189,0.1001042693607808,0.0009858597559784567
6,1,0.004989471482102185,0.9837742721132391,0.0008637929107838777,0.010372468090009619
7,3,0.007994476931271236,0.1450980768272064,0.004791193340015175,0.8421162474154305
8,1,0.001034119101158272,0.998499458725658,0.00017438388153739371,0.0002920247939148363
9,1,0.004067463930596213,0.9934436874644409,0.0001973320832038153,0.002291510834011091
10,0,0.9985117064278626,0.001184670906923078,9.235676775854147e-05,0.00021123865511263893
11,0,0.987296489296163,0.0025504488302917467,0.0011653126411062848,0.008987739505359344
12,1,0.0118635015009342,0.9870200389109267,0.00039733596752726096,0.0007191169056591835
13,0,0.9760602060623448,0.011506770544024526,0.00609144149474824,0.0063415964108856065
14,3,0.006892066359095219,0.09311491773469285,0.0013749030946368383,0.8986181011017567
15,0,0.9973133954525016,0.0012918056438522194,0.0007564908379753922,0.0006383052566573728
16,1,0.0016148754354473685,0.9973622709725809,0.000540415805694502,0.00048243263798173627
17,1,0.015423072088847923,0.9825430153545348,0.00030000559099095154,0.001733905106382497
18,0,0.9991333859026249,0.0005220171542284283,0.00011906665725797106,0.00022553431299029313
19,0,0.9958924052536792,0.0028853562246258777,0.00035442985979517203,0.0008677908626188116
20,0,0.9953855190760185,0.0034533979530275,0.0002657746179131431,0.0008953088550511294
21,0,0.9920440171786744,0.001969405541750091,0.000663885703351663,0.005322696605226112
22,1,0.00248385886332271,0.9962567379702694,0.0009310032590131518,0.0003284097760804887
23,0,0.9978821672229081,0.001611437495259414,0.00024617322367426523,0.00026020432028132484
24,3,0.011520701632682505,0.03854143718860203,0.0003669758928245002,0.9495708840431258
25,0,0.9766785502662508,0.009683176035093057,0.012864268069988614,0.000773992511649202
26,3,0.005252137118231626,0.10620163413454875,0.00066641691093882,0.8878798038817689
27,0,0.9961178545354392,0.0035220005686954713,0.00019573581158875293,0.00016441530771747707
28,0,0.9936155516334009,0.002359811726630807,0.00014666178776723667,0.003877965022395423
29,0,0.9970224139788604,0.0010187252436817762,0.0003687285405933059,0.0015901287100305906
30,2,0.014870858384001505,0.0017886167810172717,0.9772453264905863,0.006095193310208907
31,0,0.998666599793755,0.000875711792734441,0.00016863070494660252,0.0002890602119254505
32,2,0.016266977301037454,0.0018028770930483792,0.9778125790042987,0.0041175661711364085
33,0,0.9828141403482269,0.01187275909944227,0.0017567700096682304,0.003556318748965125
34,2,0.0383188312340023,0.0036153810147963894,0.9530130282198623,0.005052762778090371
35,1,0.06667972154739255,0.6672463684870338,0.0017095050714478555,0.26436440848156884
36,1,0.04403753422549869,0.946680010328122,0.0054476311734252,0.0038348165946460407
37,0,0.9982322610432954,0.0010589731386196509,0.00044699955204518355,0.00026176817553413286
38,0,0.9668958601955939,0.004458961919771417,0.00031893949037839866,0.02832625970315407
39,0,0.9964119559748691,0.0026985258892501373,0.00013053097598185147,0.0007590044948720925
40,1,0.0020776992826822788,0.9960779410941396,0.000934080328058194,0.0009102799803104909
41,1,0.00338605633765054,0.9950803518573379,0.0006627229063472488,0.0008708687805634333
42,1,0.014700410963843105,0.9382486557182227,0.00025265709106597035,0.04679828615854297
43,3,0.12514514813585523,0.022383221788863084,0.003376063367725452,0.8490955580053697
44,0,0.8567642853387718,0.05958667780171671,0.012537224533360227,0.07111181487601693
45,1,0.0062404552194159435,0.9873921236624633,0.005187248244994771,0.0011801794135806612
46,0,0.976613173982171,0.021988995225999633,0.0011089597215803945,0.00028886095648583384
47,0,0.9977699791798813,0.0009804965676879463,0.0007262200927775442,0.0005232958210770079
48,2,0.009346270893065273,0.004911131076579749,0.9820843894747415,0.003658213576145563
49,3,0.019312221312960776,0.19992151719278536,0.0027793942199980715,0.7779868615306105
50,0,0.9979752485353903,0.0015075117869386325,0.00024949527214861275,0.00026774549155611906
51,1,0.009471109416635128,0.9894690436844813,0.0005827067594658201,0.00047713956624999786
52,0,0.9982688680735392,0.0013602775704713189,0.00019193751507275543,0.00017892729763565283
53,0,0.9621576384768764,0.03629188381282691,0.0013954082846123035,0.00015505888877657132
54,3,0.059121507622525236,0.020051818961248358,0.0009285721858637925,0.9198981092635734
55,0,0.9972112153925632,0.001290063523013016,0.0008531246349336455,0.000645578158422604
56,0,0.994684940416909,0.0034446016186485857,0.0016329533215136774,0.0002374918150354913
57,1,0.003982396349680177,0.9060294914269463,0.001277350122834789,0.08871077314844467
58,1,0.024709166682660447,0.8858590815790053,0.0005025056597121238,0.08892925501554642
59,1,0.002486517843760077,0.9505070790384653,0.0006512266658144824,0.04635516794420337
60,1,0.0050759200294142985,0.9898962130351359,0.00341727001587529,0.001610599028185896
61,0,0.9766937864084911,0.01624247540428897,0.00011525323603624414,0.006948480467015618
62,1,0.04406351134351963,0.8825334962627422,0.05723064179150753,0.016172356750417963
63,3,0.3201610508819041,0.009746083702437286,0.010387837991323909,0.6597050140675094
64,1,0.0015260921233758845,0.9973659337150813,0.0007967486228478242,0.00031124130166798115
65,0,0.9987943908263393,0.0006926390717598512,0.0001057911633411166,0.0004071652461740413
66,1,0.04973287278427905,0.9463210300218989,0.0002739455865221274,0.0036721611206727103
67,0,0.9830836999565671,0.00982540184460634,0.002941626530234898,0.004149277175806792
68,1,0.004017381514511927,0.9907040259754132,0.0012852302386053864,0.00399337142823384
69,0,0.9978334162348088,0.00045073626433072086,0.00030098098151686584,0.0014148714886649996
70,1,0.223611509999809,0.7046876937782667,0.0005783851041715814,0.07112242722892638
71,1,0.024257441466026285,0.8716036322439469,0.0014629665553265035,0.1026759575006293
72,0,0.9892578865832762,0.0037326492124280944,0.003280157934882314,0.003729301307953628
73,1,0.012235697513307005,0.9769166543052749,0.004671716897094815,0.0061759305104440105
74,1,0.020933808290800982,0.9242203019981573,0.004766700789759688,0.05007918402458957
75,1,0.003672006089456242,0.9948798202849727,0.0010175636107552127,0.00043060521288918737
76,1,0.0020063668748218615,0.9970581849411262,0.0005025093219245333,0.0004329369141723325
77,3,0.05594270194901013,0.011183324033151124,0.07028245805062602,0.8625915241263883
78,1,0.13162759381117256,0.8612008733072354,0.00036334903752284736,0.006808180196191447
79,0,0.6840143766724983,0.2823073723977993,0.012482581854018892,0.021195661798765718
80,1,0.0008901162951226035,0.9960905171088733,0.0001772804195161807,0.0028421042592481666
81,0,0.9857880782974614,0.008350342700260981,0.0025193572461554106,0.003342222314561755
82,1,0.011890572256713512,0.9750002332552378,0.001772712812706101,0.01133647078474725
83,0,0.8108513028418135,0.05465051635521757,0.0014842333200541964,0.13301391958380424
84,0,0.9990539209537853,0.0005371569487014624,0.0001852735203847122,0.00022365276008887595
85,0,0.968346320565496,0.012117005657331077,0.017058090154887066,0.0024785919733723567
86,0,0.9980263144525044,0.0010984510149033616,0.0005896610564626283,0.0002855734848988462
87,1,0.004337912198576439,0.8733260270717798,0.0029830997217765425,0.11935294577481792
88,1,0.061662428582116,0.934559787480294,0.002404233176221858,0.0013735716812119235
89,2,0.017212399011569103,0.01739167072450734,0.9541345414670516,0.01126138296195676
90,2,0.039302533668924694,0.003803326254670736,0.9514383720554757,0.005455764512975235
91,1,0.043387403021946616,0.9385855679449806,0.00943429992389309,0.0085927432309442
92,2,0.006993766697711397,0.005068056256373355,0.9869576341282774,0.000980542284002956
93,1,0.00934796342342199,0.980934110545576,0.0009305548421082002,0.00878736257775305
94,1,0.24637539593152333,0.7444897662255102,0.0003873846961827131,0.008747449554651846
95,1,0.003052460858288284,0.9882498905246825,0.00045112415159110394,0.008246516934509038
96,1,0.0018290654024129183,0.9970436486512695,0.0005024254801612475,0.0006248590795739241
97,1,0.06483435845522843,0.9299854017735467,0.0007179516707650724,0.0044623120932053995
98,1,0.0011096372066759326,0.9981476412781813,0.0003128872272437057,0.0004298356980192438
99,0,0.9928855723924048,0.004457335432577207,0.0005679742908372168,0.0020891183958724083
100,3,0.005020782516575151,0.05991223979618827,0.0006968262946435951,0.934370163937176
101,0,0.7652835445591253,0.23267819183528451,0.00045493730888269247,0.001583309692470125
102,1,0.007976457575288651,0.9880335408650244,0.0014941197328083512,0.002495886466966431
103,0,0.8776364232417069,0.05205500266698777,0.003366565228265267,0.06694201754940707
104,0,0.9958328766233884,0.0013010865451952207,0.0002792264806553694,0.0025867979385350917
105,2,0.004330692757352349,0.0024762332192247005,0.9880826729927418,0.005110400765880278
106,0,0.9987147827007613,0.0009841228616903896,0.00017516323210924143,0.00012592877880719726
107,0,0.9946042545748189,0.0034989235527206363,0.00021567326557841743,0.0016811606741912928
108,0,0.9989431536897447,0.0007861100599838422,0.00018373137493656795,8.700473291860864e-05
109,0,0.9993642129578775,0.00042576841731883783,6.932114102864674e-05,0.0001406992273769796
110,2,0.008969180123160591,0.017092401886978564,0.9734726500176618,0.0004657787359536199
111,1,0.0022014600952201093,0.9957077779517837,0.00028214449792369274,0.0018086218712856576
112,1,0.009010193382396503,0.8375006197161426,0.003138303540820391,0.15035087157374727
113,0,0.6743889412186197,0.015029685019338764,0.000500690884531323,0.310080686840985
114,0,0.998665444239583,0.0005455206782951773,0.00019061758488230382,0.0005984142133244949
115,0,0.9905251176374058,0.0026895288594774493,0.005741718480787014,0.0010436349122920484
116,0,0.9992019059943769,0.0005862007174285418,9.570216919752439e-05,0.00011620748748232653
117,1,0.007057672799756359,0.992265190747692,0.000122457231763153,0.000554679932593039
118,1,0.002384862172466167,0.9968375273966925,0.0003096163736950221,0.0004679820237789397
119,0,0.9987061199772813,0.0009574514752625614,8.561358038275739e-05,0.0002508163183961843
120,3,0.004063091523935773,0.02247681545140256,0.0021254357434569346,0.9713346639631305
121,1,0.002750846032894816,0.9958941363189084,0.0008640886787943034,0.0004909291768588391
122,0,0.9972642377847074,0.0024251607883573716,0.0001941204089641045,0.00011646852292102359
123,3,0.22661136204653387,0.013214708555096044,0.005353989541038682,0.7548199320873467
124,0,0.8547117235362953,0.06428702181052653,0.028111582985084517,0.052889681684728795
125,0,0.9031676477279006,0.09506258184875863,0.0011602588153983406,0.0006095119504654764
126,0,0.9971505400179571,0.0016316976866752333,0.00048106874658344965,0.0007366913279925378
127,1,0.017241634140808575,0.9746128782427304,0.0003767817835147742,0.007768702059446164
128,3,0.002351637722327468,0.11395366023982867,0.000676458891252591,0.8830182616536385
129,3,0.11301263019309579,0.008538364632839888,0.0005341938860507646,0.8779148192086803
130,1,0.0075472026381666595,0.9669320217033259,0.00036897549430259566,0.025151807285842463
131,3,0.004150499774870413,0.24168100217489127,0.00030767903852890315,0.7538608240393607
132,0,0.9979903816661421,0.001084969945620397,0.0001121897674301227,0.0008124525261584077
133,3,0.024694881421504746,0.1519325419310184,0.016119347602365115,0.8072532174880589
134,2,0.08084981269515056,0.01997674676013784,0.8980938677549488,0.00107956607621336
135,3,0.24631001005390513,0.003445616437336532,0.0009845324464085913,0.7492598473665603
136,1,0.012877271992136693,0.9845803946583801,0.00012233432513561343,0.002419989017127684
137,1,0.001063704303302713,0.9969482288870044,0.00010972586045022137,0.001878340705400808
138,2,0.0014655190022112138,0.0010992598502958708,0.996187441406608,0.001247794632972789
139,0,0.993778230378119,0.0027613095120232432,0.0011593489993012617,0.0023011262975342448
140,1,0.009527497816100768,0.9888981289032017,0.0004400464217336812,0.0011343185329023007
141,0,0.9993561088430131,0.0004625852027743606,0.00012071445642867744,6.0583151568968706e-05
142,1,0.024807819884706338,0.9621489944826589,0.006691296066871418,0.006351899642623428
143,2,0.0009705994091487279,0.0004655057984644187,0.9979978333129553,0.0005660605748091553
144,0,0.9948350211681418,0.00397828707984634,0.00029436236774313065,0.0008923268802675182
