id,label_0,label_1,label_2,label_3,label
0,0.002094926968647961,0.9900061839818954,0.0007932807711790378,0.007105616226872342,1
1,0.9045104962587357,0.0911054761247942,0.0019269857364269927,0.002457049152399057,0
2,0.9927450335025788,0.0028900025003440297,0.0035104702110038345,0.0008544892914550675,0
3,0.04702373750682452,0.0027050267672984194,0.891481221318245,0.05879000548506152,2
4,0.0194035226520645,0.7526766746491194,0.22637327369982357,0.0015465223951513973,1
5,0.00986395784238986,0.9604677933454514,0.005561960491986559,0.024106289900059853,1
6,0.010495125081215459,0.3323908851889427,0.01101287346016756,0.6461011185497046,3
7,0.001187135989312053,0.998287907242775,0.00024597380253448475,0.00027898433948279254,1
8,0.00528450595637874,0.9917178159952165,0.0002902102914367642,0.0027074528303637144,1
9,0.9975767600536347,0.002078656321664298,0.00014900299231154952,0.00019558470130955552,0
10,0.9697542989253998,0.0063555870794686775,0.0036299773329846767,0.020260123111947845,0
11,0.02371991711099321,0.9745796984434127,0.00037510477874316296,0.0013252845805709185,1
12,0.9475456154346467,0.020182215353074733,0.020393578751063582,0.01187860668749629,0
13,0.01108634419622824,0.25369699463248246,0.04513683074852449,0.6900798477232456,3
14,0.9937792629003525,0.003227318331769292,0.0017049713105006658,0.001288445085083311,0
15,0.0030575540803351588,0.9951520192623138,0.001049002918257409,0.0007414333438305027,1
16,0.026484973242040688,0.9678284883499146,0.0005018520539101263,0.005184686239676878,1
17,0.9972691762447357,0.001089787894802571,0.0005157624373145859,0.001125284897634608,0
18,0.9898902505636216,0.007099544921663846,0.0008928286041372913,0.0021173886413407127,0
19,0.9908567309379579,0.0066268943456816,0.0005513552927868143,0.001965014387601472,0
20,0.9822520089149476,0.0041840077606593255,0.0015811875731469572,0.011982773363370103,0
21,0.007412881103764432,0.9896192300319671,0.002202948914805315,0.0007649439787883092,1
22,0.996259504556656,0.00245704741176947,0.0006883676166671412,0.0005950715746348472,0
23,0.02621580794820825,0.09401880012804206,0.0019674599927747673,0.8777979268133642,3
24,0.9516523212194443,0.01720917334120708,0.03003503922307568,0.0011034635665418593,0
25,0.00992747314783622,0.17309716163552363,0.0020919356337617103,0.8148834000341595,3
26,0.9926034563779831,0.006690094535970227,0.00042897401730667664,0.0002774736324590623,0
27,0.9915449565649033,0.00381219714805405,0.00015681708869120012,0.00448601173367927,0
28,0.9867700904607773,0.0019422996590901537,0.00686356940880611,0.0044240424359849595,0
29,0.00973691726165265,0.0036146544567202017,0.9821534931659699,0.00449494363943808,2
30,0.9971106535196305,0.00139479267536437,0.0006431458776887469,0.0008514070262026282,0
31,0.02496043214334911,0.0032623298383810647,0.9640322470664978,0.00774499547871523,2
32,0.9625379139184953,0.02672314531391744,0.0044489368531685225,0.006289999253594909,0
33,0.08138014127907803,0.00841162688375329,0.8984725750610233,0.0117356282803484,2
